date_generated,id,icpsr,bioname,congress,chamber,cqlabel,state,state_abbrev,district_code,party_code,dim1,dim2,log_likelihood,conditional,bioImgURL
2017-01-09 23:57:56,MH11529768,29768,"SMITH, Adam",115,House,(WA-09),Washington,WA,9,100,-0.284,-0.121,4183.861,1,029768.jpg
2017-01-09 23:57:56,MH11529762,29762,"GRANGER, Kay",115,House,(TX-12),Texas,TX,12,200,0.39,0.246,3457.193,1,029762.jpg
2017-01-09 23:57:56,MH11529760,29760,"BRADY, Kevin Patrick",115,House,(TX-08),Texas,TX,8,200,0.52,0.215,3430.421,1,029760.jpg
2017-01-09 23:57:56,MH11529759,29759,"SESSIONS, Pete",115,House,(TX-32),Texas,TX,32,200,0.588,0.172,3198.311,1,029759.jpg
2017-01-09 23:57:56,MH11529741,29741,"PASCRELL, William J., Jr.",115,House,(NJ-09),New Jersey,NJ,9,100,-0.369,0.016,3776.043,1,029741.jpg
2017-01-09 23:57:56,MH11529729,29729,"McGOVERN, James P.",115,House,(MA-02),Massachusetts,MA,2,100,-0.539,-0.292,3257.469,1,029729.jpg
2017-01-09 23:57:56,MH11529718,29718,"SHIMKUS, John M.",115,House,(IL-15),Illinois,IL,15,200,0.367,0.164,3923.732,1,029718.jpg
2017-01-09 23:57:56,MH11529717,29717,"DAVIS, Danny K.",115,House,(IL-07),Illinois,IL,7,100,-0.491,-0.215,3249.688,1,029717.jpg
2017-01-09 23:57:56,MH11529710,29710,"DeGETTE, Diana",115,House,(CO-01),Colorado,CO,1,100,-0.436,-0.29,3190.486,1,029710.jpg
2017-01-09 23:57:56,MH11529707,29707,"SHERMAN, Brad",115,House,(CA-30),California,CA,30,100,-0.343,-0.118,3808.247,1,029707.jpg
2017-01-09 23:57:56,MH11529701,29701,"ADERHOLT, Robert",115,House,(AL-04),Alabama,AL,4,200,0.366,0.586,3789.344,1,029701.jpg
2017-01-09 23:57:56,MH11529588,29588,"BLUMENAUER, Earl",115,House,(OR-03),Oregon,OR,3,100,-0.427,-0.629,3751.45,1,029588.jpg
2017-01-09 23:57:56,MH11529587,29587,"CUMMINGS, Elijah Eugene",115,House,(MD-07),Maryland,MD,7,100,-0.442,-0.137,3329.597,1,029587.jpg
2017-01-09 23:57:56,MH11529573,29573,"JACKSON LEE, Sheila",115,House,(TX-18),Texas,TX,18,100,-0.46,0.144,4043.687,1,029573.jpg
2017-01-09 23:57:56,MH11529572,29572,"THORNBERRY, William McClellan (Mac)",115,House,(TX-13),Texas,TX,13,200,0.524,0.334,3770.301,1,029572.jpg
2017-01-09 23:57:56,MH11529571,29571,"DOGGETT, Lloyd Alton, II",115,House,(TX-35),Texas,TX,35,100,-0.402,-0.296,4564.748,1,029571.jpg
2017-01-09 23:57:56,MH11529565,29565,"SANFORD, Mark",115,House,(SC-01),South Carolina,SC,1,200,0.678,-0.735,2508.415,1,029565.jpg
2017-01-09 23:57:56,MH11529561,29561,"DOYLE, Michael F.",115,House,(PA-14),Pennsylvania,PA,14,100,-0.327,0.105,4595.038,1,029561.jpg
2017-01-09 23:57:56,MH11529550,29550,"CHABOT, Steve",115,House,(OH-01),Ohio,OH,1,200,0.578,-0.207,3723.854,1,029550.jpg
2017-01-09 23:57:56,MH11529546,29546,"JONES, Walter Beaman, Jr.",115,House,(NC-03),North Carolina,NC,3,200,0.296,-0.499,9990.961,1,029546.jpg
2017-01-09 23:57:56,MH11529541,29541,"FRELINGHUYSEN, Rodney P.",115,House,(NJ-11),New Jersey,NJ,11,200,0.279,-0.216,4857.183,1,029541.jpg
2017-01-09 23:57:56,MH11529539,29539,"LoBIONDO, Frank A.",115,House,(NJ-02),New Jersey,NJ,2,200,0.205,-0.195,6135.794,1,029539.jpg
2017-01-09 23:57:56,MH11529504,29504,"LOFGREN, Zoe",115,House,(CA-19),California,CA,19,100,-0.405,-0.45,4110.29,1,029504.jpg
2017-01-09 23:57:56,MH11529393,29393,"LUCAS, Frank D.",115,House,(OK-03),Oklahoma,OK,3,200,0.365,0.4,3557.889,1,029393.jpg
2017-01-09 23:57:56,MH11529379,29379,"MALONEY, Carolyn Bosher",115,House,(NY-12),New York,NY,12,100,-0.387,-0.24,3880.012,1,029379.jpg
2017-01-09 23:57:56,MH11529378,29378,"VELÁZQUEZ, Nydia M.",115,House,(NY-07),New York,NY,7,100,-0.55,-0.315,3752.911,1,029378.jpg
2017-01-09 23:57:56,MH11529377,29377,"NADLER, Jerrold Lewis",115,House,(NY-10),New York,NY,10,100,-0.512,-0.491,3641.444,1,029377.jpg
2017-01-09 23:57:56,MH11529375,29375,"KING, Peter T.",115,House,(NY-02),New York,NY,2,200,0.255,0.003,5146.907,1,029375.jpg
2017-01-09 23:57:56,MH11529368,29368,"THOMPSON, Bennie",115,House,(MS-02),Mississippi,MS,2,100,-0.516,0.396,4306.793,1,029368.jpg
2017-01-09 23:57:56,MH11529348,29348,"GUTIÉRREZ, Luis V.",115,House,(IL-04),Illinois,IL,4,100,-0.487,-0.241,3660.303,1,029348.jpg
2017-01-09 23:57:56,MH11529346,29346,"RUSH, Bobby L.",115,House,(IL-01),Illinois,IL,1,100,-0.48,-0.191,3536.542,1,029346.jpg
2017-01-09 23:57:56,MH11529339,29339,"BISHOP, Sanford Dixon, Jr.",115,House,(GA-02),Georgia,GA,2,100,-0.279,0.473,5338.72,1,029339.jpg
2017-01-09 23:57:56,MH11529337,29337,"HASTINGS, Alcee Lamar",115,House,(FL-20),Florida,FL,20,100,-0.568,0.161,4030.27,1,029337.jpg
2017-01-09 23:57:56,MH11529323,29323,"CALVERT, Ken",115,House,(CA-42),California,CA,42,200,0.343,0.214,3833.848,1,029323.jpg
2017-01-09 23:57:56,MH11529321,29321,"ROYCE, Edward Randall",115,House,(CA-39),California,CA,39,200,0.648,-0.305,4610.096,1,029321.jpg
2017-01-09 23:57:56,MH11529317,29317,"ROYBAL-ALLARD, Lucille",115,House,(CA-40),California,CA,40,100,-0.478,-0.162,3582.289,1,029317.jpg
2017-01-09 23:57:56,MH11529316,29316,"BECERRA, Xavier",115,House,(CA-34),California,CA,34,100,-0.512,-0.306,3447.408,1,029316.jpg
2017-01-09 23:57:56,MH11529312,29312,"ESHOO, Anna Georges",115,House,(CA-18),California,CA,18,100,-0.386,-0.4,3936.062,1,029312.jpg
2017-01-09 23:57:56,MH11529143,29143,"JOHNSON, Sam",115,House,(TX-03),Texas,TX,3,200,0.612,0.271,3988.983,1,029143.jpg
2017-01-09 23:57:56,MH11529134,29134,"SERRANO, José E.",115,House,(NY-15),New York,NY,15,100,-0.491,-0.387,3989.165,1,029134.jpg
2017-01-09 23:57:56,MH11529127,29127,"PETERSON, Collin Clark",115,House,(MN-07),Minnesota,MN,7,100,-0.145,0.703,8220.851,1,029127.jpg
2017-01-09 23:57:56,MH11529109,29109,"DeLAURO, Rosa L.",115,House,(CT-03),Connecticut,CT,3,100,-0.418,-0.116,4015.781,1,029109.jpg
2017-01-09 23:57:56,MH11529106,29106,"WATERS, Maxine",115,House,(CA-43),California,CA,43,100,-0.662,-0.079,4126.69,1,029106.jpg
2017-01-09 23:57:56,MH11521749,21749,"TENNEY, Claudia",115,House,(NY-22),New York,NY,22,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521748,21748,"TAYLOR, Scott William",115,House,(VA-02),Virginia,VA,2,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521747,21747,"SUOZZI, Thomas",115,House,(NY-03),New York,NY,3,100,,,,,021747.jpg
2017-01-09 23:57:56,MH11521746,21746,"SOTO, Darren Michael",115,House,(FL-09),Florida,FL,9,100,,,,,021746.jpg
2017-01-09 23:57:56,MH11521745,21745,"SMUCKER, Lloyd K.",115,House,(PA-16),Pennsylvania,PA,16,200,,,,,021745.jpg
2017-01-09 23:57:56,MH11521744,21744,"RUTHERFORD, John Henry",115,House,(FL-04),Florida,FL,4,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521743,21743,"ROSEN, Jacklyn Sheryl",115,House,(NV-03),Nevada,NV,3,100,,,,,silhouette.png
2017-01-09 23:57:56,MH11521742,21742,"ROONEY, Francis",115,House,(FL-19),Florida,FL,19,200,,,,,021742.jpg
2017-01-09 23:57:56,MH11521741,21741,"RASKIN, Jamie Ben",115,House,(MD-08),Maryland,MD,8,100,,,,,021741.jpg
2017-01-09 23:57:56,MH11521740,21740,"PANETTA, James Varni",115,House,(CA-20),California,CA,20,100,,,,,silhouette.png
2017-01-09 23:57:56,MH11521739,21739,"O'HALLERAN, Thomas C.",115,House,(AZ-01),Arizona,AZ,1,100,,,,,silhouette.png
2017-01-09 23:57:56,MH11521738,21738,"MURPHY, Stephanie",115,House,(FL-07),Florida,FL,7,100,,,,,silhouette.png
2017-01-09 23:57:56,MH11521737,21737,"MITCHELL, Paul",115,House,(MI-10),Michigan,MI,10,200,,,,,021737.jpg
2017-01-09 23:57:56,MH11521736,21736,"MCEACHIN, Aston Donald",115,House,(VA-04),Virginia,VA,4,100,,,,,silhouette.png
2017-01-09 23:57:56,MH11521735,21735,"MAST, Brian Jeffery",115,House,(FL-18),Florida,FL,18,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521734,21734,"MARSHALL, Roger Wayne",115,House,(KS-01),Kansas,KS,1,200,,,,,021734.jpg
2017-01-09 23:57:56,MH11521733,21733,"LEWIS, Jason Mark",115,House,(MN-02),Minnesota,MN,2,200,,,,,021733.jpg
2017-01-09 23:57:56,MH11521732,21732,"LAWSON, Alfred Jr.",115,House,(FL-05),Florida,FL,5,100,,,,,021732.jpg
2017-01-09 23:57:56,MH11521731,21731,"KUSTOFF, David",115,House,(TN-08),Tennessee,TN,8,200,,,,,021731.jpg
2017-01-09 23:57:56,MH11521730,21730,"KRISHNAMOORTHI, S. Raja",115,House,(IL-08),Illinois,IL,8,100,,,,,021730.jpg
2017-01-09 23:57:56,MH11521729,21729,"KIHUEN, Ruben Jesus",115,House,(NV-04),Nevada,NV,4,100,,,,,021729.jpg
2017-01-09 23:57:56,MH11521728,21728,"KHANNA, Rohit",115,House,(CA-17),California,CA,17,100,,,,,021728.jpg
2017-01-09 23:57:56,MH11521727,21727,"JOHNSON, Mike",115,House,(LA-04),Louisiana,LA,4,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521726,21726,"JAYAPAL, Pramila",115,House,(WA-07),Washington,WA,7,100,,,,,021726.jpg
2017-01-09 23:57:56,MH11521725,21725,"HOLLINGSWORTH, Joseph Albert III",115,House,(IN-09),Indiana,IN,9,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521724,21724,"HIGGINS, Clay",115,House,(LA-03),Louisiana,LA,3,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521723,21723,"GOTTHEIMER, Josh S.",115,House,(NJ-05),New Jersey,NJ,5,100,,,,,021723.jpg
2017-01-09 23:57:56,MH11521722,21722,"GONZALEZ, Vicente Jr.",115,House,(TX-15),Texas,TX,15,100,,,,,silhouette.png
2017-01-09 23:57:56,MH11521721,21721,"GARRETT, Thomas Alexander Jr.",115,House,(VA-05),Virginia,VA,5,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521720,21720,"GALLAGHER, Michael",115,House,(WI-08),Wisconsin,WI,8,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521719,21719,"GAETZ, Matthew L. II",115,House,(FL-01),Florida,FL,1,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521718,21718,"FITZPATRICK, Brian K.",115,House,(PA-08),Pennsylvania,PA,8,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521717,21717,"FERGUSON, Anderson Drew IV",115,House,(GA-03),Georgia,GA,3,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521716,21716,"FASO, John J.",115,House,(NY-19),New York,NY,19,200,,,,,021716.jpg
2017-01-09 23:57:56,MH11521715,21715,"ESPAILLAT, Adriano J.",115,House,(NY-13),New York,NY,13,100,,,,,021715.jpg
2017-01-09 23:57:56,MH11521714,21714,"DUNN, Neal Patrick",115,House,(FL-02),Florida,FL,2,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521713,21713,"DEMINGS, Valdez Butler",115,House,(FL-10),Florida,FL,10,100,,,,,silhouette.png
2017-01-09 23:57:56,MH11521712,21712,"CRIST, Charlie Joseph Jr.",115,House,(FL-13),Florida,FL,13,100,,,,,021712.jpg
2017-01-09 23:57:56,MH11521711,21711,"CORREA, Jose Luis",115,House,(CA-46),California,CA,46,100,,,,,silhouette.png
2017-01-09 23:57:56,MH11521710,21710,"CHENEY, Liz",115,House,(WY-01),Wyoming,WY,1,200,,,,,021710.jpg
2017-01-09 23:57:56,MH11521709,21709,"CARBAJAL, Salud",115,House,(CA-24),California,CA,24,100,,,,,021709.jpg
2017-01-09 23:57:56,MH11521708,21708,"BUDD, Theodore Paul",115,House,(NC-13),North Carolina,NC,13,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521707,21707,"BROWN, Anthony Gregory",115,House,(MD-04),Maryland,MD,4,100,,,,,021707.jpg
2017-01-09 23:57:56,MH11521706,21706,"BLUNT ROCHESTER, Lisa",115,House,(DE-01),Delaware,DE,1,100,,,,,silhouette.png
2017-01-09 23:57:56,MH11521705,21705,"BIGGS, Andrew S.",115,House,(AZ-05),Arizona,AZ,5,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521704,21704,"BERGMAN, John",115,House,(MI-01),Michigan,MI,1,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521703,21703,"BARRAGÁN, Nanette Diaz",115,House,(CA-44),California,CA,44,100,,,,,silhouette.png
2017-01-09 23:57:56,MH11521702,21702,"BANKS, James E.",115,House,(IN-03),Indiana,IN,3,200,,,,,021702.jpg
2017-01-09 23:57:56,MH11521701,21701,"BACON, Donald J.",115,House,(NE-02),Nebraska,NE,2,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521700,21700,"ARRINGTON, Jodey Cook",115,House,(TX-19),Texas,TX,19,200,,,,,silhouette.png
2017-01-09 23:57:56,MH11521566,21566,"EVANS, Dwight",115,House,(PA-02),Pennsylvania,PA,2,100,-0.26,-0.053,1.403,1,silhouette.png
2017-01-09 23:57:56,MH11521565,21565,"COMER, James",115,House,(KY-01),Kentucky,KY,1,200,0.676,0.371,1.772,1,021565.jpg
2017-01-09 23:57:56,MH11521564,21564,"DAVIDSON, Warren",115,House,(OH-08),Ohio,OH,8,200,0.744,-0.204,61.192,1,021564.jpg
2017-01-09 23:57:56,MH11521563,21563,"WESTERMAN, Bruce Eugene",115,House,(AR-04),Arkansas,AR,4,200,0.538,0.286,156.446,1,021563.jpg
2017-01-09 23:57:56,MH11521562,21562,"LaHOOD, Darin",115,House,(IL-18),Illinois,IL,18,200,0.416,0.067,125.393,1,021562.jpg
2017-01-09 23:57:56,MH11521561,21561,"KELLY, Trent",115,House,(MS-01),Mississippi,MS,1,200,0.524,0.205,141.701,1,021561.jpg
2017-01-09 23:57:56,MH11521560,21560,"DONOVAN, Daniel M., Jr.",115,House,(NY-11),New York,NY,11,200,0.189,0.261,270.384,1,021560.jpg
2017-01-09 23:57:56,MH11521559,21559,"GROTHMAN, Glenn",115,House,(WI-06),Wisconsin,WI,6,200,0.559,-0.309,363.713,1,021559.jpg
2017-01-09 23:57:56,MH11521558,21558,"JENKINS, Evan H.",115,House,(WV-03),West Virginia,WV,3,200,0.302,0.372,221.531,1,021558.jpg
2017-01-09 23:57:56,MH11521557,21557,"MOONEY, Alex X.",115,House,(WV-02),West Virginia,WV,2,200,0.544,-0.201,319.547,1,021557.jpg
2017-01-09 23:57:56,MH11521556,21556,"NEWHOUSE, Daniel Milton",115,House,(WA-04),Washington,WA,4,200,0.364,0.141,247.127,1,021556.jpg
2017-01-09 23:57:56,MH11521555,21555,"COMSTOCK, Barbara J.",115,House,(VA-10),Virginia,VA,10,200,0.29,0.464,218.686,1,021555.jpg
2017-01-09 23:57:56,MH11521554,21554,"BEYER, Donald Sternoff Jr.",115,House,(VA-08),Virginia,VA,8,100,-0.383,-0.068,216.529,1,021554.jpg
2017-01-09 23:57:56,MH11521553,21553,"BRAT, David A.",115,House,(VA-07),Virginia,VA,7,200,0.817,-0.319,235.408,1,021553.jpg
2017-01-09 23:57:56,MH11521552,21552,"LOVE, Ludmya Bourdeau (Mia)",115,House,(UT-04),Utah,UT,4,200,0.581,-0.05,203.827,1,021552.jpg
2017-01-09 23:57:56,MH11521551,21551,"BABIN, Brian",115,House,(TX-36),Texas,TX,36,200,0.745,0.107,170.778,1,021551.jpg
2017-01-09 23:57:56,MH11521550,21550,"HURD, William Ballard",115,House,(TX-23),Texas,TX,23,200,0.417,0.201,204.46,1,021550.jpg
2017-01-09 23:57:56,MH11521549,21549,"RATCLIFFE, John",115,House,(TX-04),Texas,TX,4,200,0.82,0.203,151.837,1,021549.jpg
2017-01-09 23:57:56,MH11521548,21548,"BOYLE, Brendan Francis",115,House,(PA-13),Pennsylvania,PA,13,100,-0.392,0.146,237.592,1,021548.jpg
2017-01-09 23:57:56,MH11521547,21547,"COSTELLO, Ryan",115,House,(PA-06),Pennsylvania,PA,6,200,0.167,0.097,398.845,1,021547.jpg
2017-01-09 23:57:56,MH11521546,21546,"RUSSELL, Steve",115,House,(OK-05),Oklahoma,OK,5,200,0.447,-0.139,368.441,1,021546.jpg
2017-01-09 23:57:56,MH11521545,21545,"ADAMS, Alma",115,House,(NC-12),North Carolina,NC,12,100,-0.507,0.073,112.612,1,021545.jpg
2017-01-09 23:57:56,MH11521544,21544,"ROUZER, David",115,House,(NC-07),North Carolina,NC,7,200,0.615,0.153,179.014,1,021544.jpg
2017-01-09 23:57:56,MH11521543,21543,"WALKER, Bradley Mark",115,House,(NC-06),North Carolina,NC,6,200,0.629,-0.0,195.442,1,021543.jpg
2017-01-09 23:57:56,MH11521542,21542,"KATKO, John",115,House,(NY-24),New York,NY,24,200,0.17,0.039,442.293,1,021542.jpg
2017-01-09 23:57:56,MH11521541,21541,"STEFANIK, Elise M",115,House,(NY-21),New York,NY,21,200,0.175,0.164,329.908,1,021541.jpg
2017-01-09 23:57:56,MH11521540,21540,"RICE, Kathleen Maura",115,House,(NY-04),New York,NY,4,100,-0.288,0.027,285.234,1,021540.jpg
2017-01-09 23:57:56,MH11521539,21539,"ZELDIN, Lee M",115,House,(NY-01),New York,NY,1,200,0.309,-0.061,368.296,1,021539.jpg
2017-01-09 23:57:56,MH11521538,21538,"WATSON COLEMAN, Bonnie",115,House,(NJ-12),New Jersey,NJ,12,100,-0.722,-0.181,166.329,1,021538.jpg
2017-01-09 23:57:56,MH11521537,21537,"MacARTHUR, Thomas Charles",115,House,(NJ-03),New Jersey,NJ,3,200,0.176,0.406,309.049,1,021537.jpg
2017-01-09 23:57:56,MH11521536,21536,"NORCROSS, Donald",115,House,(NJ-01),New Jersey,NJ,1,100,-0.387,0.277,250.527,1,021536.jpg
2017-01-09 23:57:56,MH11521532,21532,"ZINKE, Ryan",115,House,(MT-01),Montana,MT,1,200,0.387,-0.122,355.206,1,021532.jpg
2017-01-09 23:57:56,MH11521531,21531,"EMMER, Thomas Earl II",115,House,(MN-06),Minnesota,MN,6,200,0.392,-0.065,328.671,1,021531.jpg
2017-01-09 23:57:56,MH11521530,21530,"LAWRENCE, Brenda L",115,House,(MI-14),Michigan,MI,14,100,-0.472,0.012,159.816,1,021530.jpg
2017-01-09 23:57:56,MH11521529,21529,"DINGELL, Debbie",115,House,(MI-12),Michigan,MI,12,100,-0.47,0.0,149.047,1,021529.jpg
2017-01-09 23:57:56,MH11521528,21528,"TROTT, David A.",115,House,(MI-11),Michigan,MI,11,200,0.379,0.252,211.077,1,021528.jpg
2017-01-09 23:57:56,MH11521527,21527,"BISHOP, Michael Dean",115,House,(MI-08),Michigan,MI,8,200,0.43,0.1,239.203,1,021527.jpg
2017-01-09 23:57:56,MH11521526,21526,"MOOLENAAR, John",115,House,(MI-04),Michigan,MI,4,200,0.436,0.247,201.055,1,021526.jpg
2017-01-09 23:57:56,MH11521525,21525,"MOULTON, Seth",115,House,(MA-06),Massachusetts,MA,6,100,-0.311,-0.042,262.782,1,021525.jpg
2017-01-09 23:57:56,MH11521524,21524,"POLIQUIN, Bruce Lee",115,House,(ME-02),Maine,ME,2,200,0.331,-0.201,513.828,1,021524.jpg
2017-01-09 23:57:56,MH11521523,21523,"GRAVES, Garret",115,House,(LA-06),Louisiana,LA,6,200,0.475,-0.082,296.344,1,021523.jpg
2017-01-09 23:57:56,MH11521522,21522,"ABRAHAM, Ralph",115,House,(LA-05),Louisiana,LA,5,200,0.509,0.38,177.403,1,021522.jpg
2017-01-09 23:57:56,MH11521521,21521,"YOUNG, David",115,House,(IA-03),Iowa,IA,3,200,0.441,0.007,278.688,1,021521.jpg
2017-01-09 23:57:56,MH11521520,21520,"BLUM, Rod",115,House,(IA-01),Iowa,IA,1,200,0.487,-0.36,404.728,1,021520.jpg
2017-01-09 23:57:56,MH11521519,21519,"BOST, Mike",115,House,(IL-12),Illinois,IL,12,200,0.276,0.437,221.894,1,021519.jpg
2017-01-09 23:57:56,MH11521516,21516,"ALLEN, Rick W.",115,House,(GA-12),Georgia,GA,12,200,0.624,0.314,135.641,1,021516.jpg
2017-01-09 23:57:56,MH11521515,21515,"LOUDERMILK, Barry D.",115,House,(GA-11),Georgia,GA,11,200,0.659,-0.141,224.484,1,021515.jpg
2017-01-09 23:57:56,MH11521514,21514,"HICE, Jody Brownlow",115,House,(GA-10),Georgia,GA,10,200,0.752,-0.045,186.57,1,021514.jpg
2017-01-09 23:57:56,MH11521513,21513,"CARTER, Buddy",115,House,(GA-01),Georgia,GA,1,200,0.542,0.213,199.253,1,021513.jpg
2017-01-09 23:57:56,MH11521512,21512,"CURBELO, Carlos",115,House,(FL-26),Florida,FL,26,200,0.153,-0.057,516.04,1,021512.jpg
2017-01-09 23:57:56,MH11521510,21510,"BUCK, Kenneth Robert",115,House,(CO-04),Colorado,CO,4,200,0.805,-0.319,299.127,1,021510.jpg
2017-01-09 23:57:56,MH11521509,21509,"WALTERS, Mimi",115,House,(CA-45),California,CA,45,200,0.392,0.122,212.2,1,021509.jpg
2017-01-09 23:57:56,MH11521508,21508,"TORRES, Norma Judith",115,House,(CA-35),California,CA,35,100,-0.378,0.086,201.435,1,021508.jpg
2017-01-09 23:57:56,MH11521507,21507,"LIEU, Ted",115,House,(CA-33),California,CA,33,100,-0.337,-0.368,195.213,1,021507.jpg
2017-01-09 23:57:56,MH11521506,21506,"AGUILAR, Peter Rey",115,House,(CA-31),California,CA,31,100,-0.275,0.199,304.229,1,021506.jpg
2017-01-09 23:57:56,MH11521505,21505,"KNIGHT, Steve",115,House,(CA-25),California,CA,25,200,0.435,0.058,221.044,1,021505.jpg
2017-01-09 23:57:56,MH11521504,21504,"DESAULNIER, Mark James",115,House,(CA-11),California,CA,11,100,-0.469,-0.269,126.53,1,021504.jpg
2017-01-09 23:57:56,MH11521503,21503,"HILL, French",115,House,(AR-02),Arkansas,AR,2,200,0.469,0.193,216.863,1,021503.jpg
2017-01-09 23:57:56,MH11521502,21502,"GALLEGO, Ruben",115,House,(AZ-07),Arizona,AZ,7,100,-0.453,-0.056,158.142,1,021502.jpg
2017-01-09 23:57:56,MH11521501,21501,"McSALLY, Martha",115,House,(AZ-02),Arizona,AZ,2,200,0.309,0.014,384.769,1,021501.jpg
2017-01-09 23:57:56,MH11521500,21500,"PALMER, Gary James",115,House,(AL-06),Alabama,AL,6,200,0.769,-0.184,197.235,1,021500.jpg
2017-01-09 23:57:56,MH11521376,21376,"BYRNE, Bradley",115,House,(AL-01),Alabama,AL,1,200,0.522,0.143,307.906,1,021376.jpg
2017-01-09 23:57:56,MH11521375,21375,"CLARK, Katherine M.",115,House,(MA-05),Massachusetts,MA,5,100,-0.486,-0.41,206.524,1,021375.jpg
2017-01-09 23:57:56,MH11521373,21373,"SMITH, Jason",115,House,(MO-08),Missouri,MO,8,200,0.633,0.244,321.841,1,021373.jpg
2017-01-09 23:57:56,MH11521372,21372,"KILDEE, Dan",115,House,(MI-05),Michigan,MI,5,100,-0.416,-0.158,393.408,1,021372.jpg
2017-01-09 23:57:56,MH11521371,21371,"KELLY, Robin L.",115,House,(IL-02),Illinois,IL,2,100,-0.451,-0.003,360.074,1,021371.jpg
