date_generated,id,icpsr,bioname,congress,chamber,cqlabel,state,state_abbrev,district_code,party_code,dim1,dim2,geo_mean_probability,number_of_errors,number_of_votes,log_likelihood,bioImgURL
2016-10-26 15:00:34,MS10014703,14703,"DURENBERGER, David Ferdinand",100,Senate,(MN),Minnesota,MN,0,200,0.114,-0.788,0.685,103,594,-225.03089,014703.jpg
2016-10-26 15:00:34,MS10014702,14702,"BRADLEY, William Warren (Bill)",100,Senate,(NJ),New Jersey,NJ,0,100,-0.313,-0.565,0.789,67,581,-137.91084,014702.jpg
2016-10-26 15:00:34,MS10014701,14701,"BOSCHWITZ, Rudolph Eli (Rudy)",100,Senate,(MN),Minnesota,MN,0,200,0.274,-0.731,0.72,87,605,-198.51801,014701.jpg
2016-10-26 15:00:34,MS10014700,14700,"BOREN, David Lyle",100,Senate,(OK),Oklahoma,OK,0,100,-0.142,0.768,0.723,79,578,-187.69925,014700.jpg
2016-10-26 15:00:34,MS10014659,14659,"SHELBY, Richard C.",100,Senate,(AL),Alabama,AL,0,100,0.012,0.661,0.737,74,625,-190.57236,014659.jpg
2016-10-26 15:00:34,MS10014628,14628,"GRAMM, William Philip (Phil)",100,Senate,(TX),Texas,TX,0,200,0.55,-0.108,0.788,58,595,-141.90455,014628.jpg
2016-10-26 15:00:34,MS10014617,14617,"DASCHLE, Thomas Andrew",100,Senate,(SD),South Dakota,SD,0,100,-0.302,0.113,0.812,52,618,-128.87219,014617.jpg
2016-10-26 15:00:34,MS10014512,14512,"ZORINSKY, Edward",100,Senate,(NE),Nebraska,NE,0,100,-0.096,0.995,0.627,236,1030,-481.08649,014512.jpg
2016-10-26 15:00:34,MS10014511,14511,"WALLOP, Malcolm",100,Senate,(WY),Wyoming,WY,0,200,0.574,-0.39,0.8,54,614,-137.357,014511.jpg
2016-10-26 15:00:34,MS10014509,14509,"SASSER, James Ralph",100,Senate,(TN),Tennessee,TN,0,100,-0.355,0.559,0.804,57,628,-136.81757,014509.jpg
2016-10-26 15:00:34,MS10014508,14508,"MOYNIHAN, Daniel Patrick",100,Senate,(NY),New York,NY,0,100,-0.3,-0.413,0.836,40,618,-110.86732,014508.jpg
2016-10-26 15:00:34,MS10014506,14506,"LUGAR, Richard Green",100,Senate,(IN),Indiana,IN,0,200,0.303,-0.464,0.691,96,611,-225.57216,014506.jpg
2016-10-26 15:00:34,MS10014503,14503,"HATCH, Orrin Grant",100,Senate,(UT),Utah,UT,0,200,0.383,-0.014,0.726,85,609,-194.76914,014503.jpg
2016-10-26 15:00:34,MS10014502,14502,"DeCONCINI, Dennis Webster",100,Senate,(AZ),Arizona,AZ,0,100,-0.216,0.562,0.675,121,620,-243.38125,014502.jpg
2016-10-26 15:00:34,MS10014501,14501,"DANFORTH, John Claggett",100,Senate,(MO),Missouri,MO,0,200,0.195,-0.638,0.669,129,612,-245.68106,014501.jpg
2016-10-26 15:00:34,MS10014500,14500,"CHAFEE, John Hubbard",100,Senate,(RI),Rhode Island,RI,0,200,0.084,-0.996,0.69,114,609,-226.31373,014500.jpg
2016-10-26 15:00:34,MS10014467,14467,"FOWLER, Wyche, Jr.",100,Senate,(GA),Georgia,GA,0,100,-0.237,0.2,0.784,71,615,-149.91315,014467.jpg
2016-10-26 15:00:34,MS10014456,14456,"TRIBLE, Paul Seward, Jr.",100,Senate,(VA),Virginia,VA,0,200,0.263,0.037,0.772,67,616,-159.35627,014456.jpg
2016-10-26 15:00:34,MS10014447,14447,"QUAYLE, James Danforth (Dan)",100,Senate,(IN),Indiana,IN,0,200,0.498,-0.69,0.759,64,578,-159.1745,014447.jpg
2016-10-26 15:00:34,MS10014440,14440,"MIKULSKI, Barbara Ann",100,Senate,(MD),Maryland,MD,0,100,-0.369,-0.13,0.861,40,617,-92.69155,014440.jpg
2016-10-26 15:00:34,MS10014423,14423,"GORE, Albert Arnold, Jr.",100,Senate,(TN),Tennessee,TN,0,100,-0.316,0.157,0.825,35,407,-78.47455,014423.jpg
2016-10-26 15:00:34,MS10014307,14307,"LEAHY, Patrick Joseph",100,Senate,(VT),Vermont,VT,0,100,-0.374,-0.15,0.825,50,613,-118.18283,014307.jpg
2016-10-26 15:00:34,MS10014304,14304,"GLENN, John Herschel, Jr.",100,Senate,(OH),Ohio,OH,0,100,-0.262,-0.066,0.77,83,612,-160.25489,014304.jpg
2016-10-26 15:00:34,MS10014303,14303,"GARN, Edwin Jacob (Jake)",100,Senate,(UT),Utah,UT,0,200,0.494,-0.128,0.773,65,587,-151.07597,014303.jpg
2016-10-26 15:00:34,MS10014302,14302,"FORD, Wendell Hampton",100,Senate,(KY),Kentucky,KY,0,100,-0.276,0.7,0.772,75,629,-162.78442,014302.jpg
2016-10-26 15:00:34,MS10014300,14300,"BUMPERS, Dale",100,Senate,(AR),Arkansas,AR,0,100,-0.361,0.387,0.785,65,605,-146.72533,014300.jpg
2016-10-26 15:00:34,MS10014282,14282,"WIRTH, Timothy E.",100,Senate,(CO),Colorado,CO,0,100,-0.292,-0.314,0.759,76,615,-169.4378,014282.jpg
2016-10-26 15:00:34,MS10014275,14275,"SIMON, Paul Martin",100,Senate,(IL),Illinois,IL,0,100,-0.395,-0.225,0.888,17,371,-44.13786,014275.jpg
2016-10-26 15:00:34,MS10014268,14268,"PRESSLER, Larry Lee",100,Senate,(SD),South Dakota,SD,0,200,0.213,-0.258,0.658,128,613,-256.63475,014268.jpg
2016-10-26 15:00:34,MS10014242,14242,"KASTEN, Robert Walter, Jr.",100,Senate,(WI),Wisconsin,WI,0,200,0.261,-0.11,0.701,107,626,-222.1242,014242.jpg
2016-10-26 15:00:34,MS10014230,14230,"HARKIN, Thomas Richard (Tom)",100,Senate,(IA),Iowa,IA,0,100,-0.35,-0.548,0.789,70,609,-144.09045,014230.jpg
2016-10-26 15:00:34,MS10014226,14226,"GRASSLEY, Charles Ernest",100,Senate,(IA),Iowa,IA,0,200,0.34,-0.053,0.69,103,630,-233.8292,014226.jpg
2016-10-26 15:00:34,MS10014213,14213,"DODD, Christopher John",100,Senate,(CT),Connecticut,CT,0,100,-0.327,-0.318,0.782,66,575,-141.3135,014213.jpg
2016-10-26 15:00:34,MS10014203,14203,"BAUCUS, Max Sieben",100,Senate,(MT),Montana,MT,0,100,-0.211,0.015,0.761,74,629,-171.61425,014203.jpg
2016-10-26 15:00:34,MS10014108,14108,"NUNN, Samuel Augustus",100,Senate,(GA),Georgia,GA,0,100,-0.145,0.749,0.767,76,608,-161.52865,014108.jpg
2016-10-26 15:00:34,MS10014107,14107,"JOHNSTON, John Bennett, Jr.",100,Senate,(LA),Louisiana,LA,0,100,-0.191,0.761,0.783,57,614,-149.87383,014107.jpg
2016-10-26 15:00:34,MS10014105,14105,"HELMS, Jesse",100,Senate,(NC),North Carolina,NC,0,200,0.632,0.775,0.833,38,587,-107.30026,014105.jpg
2016-10-26 15:00:34,MS10014103,14103,"DOMENICI, Pete Vichi",100,Senate,(NM),New Mexico,NM,0,200,0.256,-0.247,0.753,65,611,-173.00556,014103.jpg
2016-10-26 15:00:34,MS10014101,14101,"BIDEN, Joseph Robinette, Jr.",100,Senate,(DE),Delaware,DE,0,100,-0.313,-0.043,0.771,30,261,-67.85275,014101.jpg
2016-10-26 15:00:34,MS10014073,14073,"METZENBAUM, Howard Morton",100,Senate,(OH),Ohio,OH,0,100,-0.492,-0.266,0.819,64,602,-120.36689,014073.jpg
2016-10-26 15:00:34,MS10014056,14056,"SYMMS, Steven Douglas",100,Senate,(ID),Idaho,ID,0,200,0.688,0.353,0.857,36,604,-93.39031,014056.jpg
2016-10-26 15:00:34,MS10014010,14010,"COHEN, William Sebastian",100,Senate,(ME),Maine,ME,0,200,0.1,-0.612,0.662,124,622,-256.47577,014010.jpg
2016-10-26 15:00:34,MS10014009,14009,"COCHRAN, William Thad",100,Senate,(MS),Mississippi,MS,0,200,0.284,0.081,0.732,89,597,-186.46667,014009.jpg
2016-10-26 15:00:34,MS10014002,14002,"ARMSTRONG, William Lester",100,Senate,(CO),Colorado,CO,0,200,0.508,-0.141,0.745,74,609,-179.25622,014002.jpg
2016-10-26 15:00:34,MS10013101,13101,"CHILES, Lawton Mainor, Jr.",100,Senate,(FL),Florida,FL,0,100,-0.224,0.553,0.764,67,572,-154.10817,013101.jpg
2016-10-26 15:00:34,MS10013056,13056,"BREAUX, John Berlinger",100,Senate,(LA),Louisiana,LA,0,100,-0.123,0.702,0.773,69,624,-160.29562,013056.jpg
2016-10-26 15:00:34,MS10013050,13050,"HEINZ, Henry John, III",100,Senate,(PA),Pennsylvania,PA,0,200,0.078,-0.731,0.711,100,607,-207.10449,013050.jpg
2016-10-26 15:00:34,MS10013039,13039,"SARBANES, Paul Spyros",100,Senate,(MD),Maryland,MD,0,100,-0.434,-0.221,0.854,50,632,-99.9949,013039.jpg
2016-10-26 15:00:34,MS10012109,12109,"STEVENS, Theodore Fulton (Ted)",100,Senate,(AK),Alaska,AK,0,200,0.218,-0.498,0.663,110,600,-246.23872,012109.jpg
2016-10-26 15:00:34,MS10012107,12107,"PACKWOOD, Robert William",100,Senate,(OR),Oregon,OR,0,200,0.135,-0.775,0.72,86,609,-200.08848,012107.jpg
2016-10-26 15:00:34,MS10012103,12103,"CRANSTON, Alan",100,Senate,(CA),California,CA,0,100,-0.387,-0.205,0.839,46,596,-104.73614,012103.jpg
2016-10-26 15:00:34,MS10012039,12039,"MELCHER, John",100,Senate,(MT),Montana,MT,0,100,-0.329,0.399,0.734,102,629,-194.15141,012039.jpg
2016-10-26 15:00:34,MS10012032,12032,"WEICKER, Lowell Palmer, Jr.",100,Senate,(CT),Connecticut,CT,0,200,0.072,-0.988,0.626,153,589,-275.96545,012032.jpg
2016-10-26 15:00:34,MS10011204,11204,"HOLLINGS, Ernest Frederick",100,Senate,(SC),South Carolina,SC,0,100,-0.291,0.918,0.622,129,624,-296.12137,011204.jpg
2016-10-26 15:00:34,MS10011203,11203,"HATFIELD, Mark Odom",100,Senate,(OR),Oregon,OR,0,200,0.055,-0.768,0.598,154,603,-310.08459,011203.jpg
2016-10-26 15:00:34,MS10011044,11044,"ROTH, William Victor, Jr.",100,Senate,(DE),Delaware,DE,0,200,0.272,-0.389,0.538,191,614,-380.97796,011044.jpg
2016-10-26 15:00:34,MS10011043,11043,"RIEGLE, Donald Wayne, Jr.",100,Senate,(MI),Michigan,MI,0,100,-0.426,-0.12,0.831,59,621,-114.74392,011043.jpg
2016-10-26 15:00:34,MS10011029,11029,"McCLURE, James Albertus",100,Senate,(ID),Idaho,ID,0,200,0.491,0.041,0.745,86,587,-173.10997,011029.jpg
2016-10-26 15:00:34,MS10010818,10818,"PELL, Claiborne de Borda",100,Senate,(RI),Rhode Island,RI,0,100,-0.332,-0.324,0.818,50,631,-127.12955,010818.jpg
2016-10-26 15:00:34,MS10010808,10808,"KENNEDY, Edward Moore (Ted)",100,Senate,(MA),Massachusetts,MA,0,100,-0.443,-0.488,0.882,23,559,-70.46498,010808.jpg
2016-10-26 15:00:34,MS10010791,10791,"PRYOR, David Hampton",100,Senate,(AR),Arkansas,AR,0,100,-0.322,0.595,0.805,52,603,-130.82035,010791.jpg
2016-10-26 15:00:34,MS10010700,10700,"ADAMS, Brockman (Brock)",100,Senate,(WA),Washington,WA,0,100,-0.396,-0.124,0.801,57,590,-130.69481,010700.jpg
2016-10-26 15:00:34,MS10010605,10605,"MATSUNAGA, Spark Masayuki",100,Senate,(HI),Hawaii,HI,0,100,-0.379,-0.031,0.839,43,588,-103.41886,010605.jpg
2016-10-26 15:00:34,MS10010562,10562,"STAFFORD, Robert Theodore",100,Senate,(VT),Vermont,VT,0,200,0.055,-0.692,0.725,74,551,-177.49222,010562.jpg
2016-10-26 15:00:34,MS10010513,10513,"DOLE, Robert Joseph",100,Senate,(KS),Kansas,KS,0,200,0.321,-0.278,0.783,60,580,-141.6164,010513.jpg
2016-10-26 15:00:34,MS10009369,9369,"THURMOND, James Strom",100,Senate,(SC),South Carolina,SC,0,200,0.391,0.223,0.785,54,627,-152.13102,009369.jpg
2016-10-26 15:00:34,MS10008883,8883,"STENNIS, John Cornelius",100,Senate,(MS),Mississippi,MS,0,100,-0.057,0.998,0.656,101,516,-217.86529,008883.jpg
2016-10-26 15:00:34,MS10007638,7638,"PROXMIRE, William",100,Senate,(WI),Wisconsin,WI,0,100,-0.598,0.801,0.473,210,636,-476.05963,007638.jpg
2016-10-26 15:00:34,MS10004812,4812,"INOUYE, Daniel Ken",100,Senate,(HI),Hawaii,HI,0,100,-0.318,0.061,0.831,55,589,-108.93822,004812.jpg
2016-10-26 15:00:34,MS10001366,1366,"BYRD, Robert Carlyle",100,Senate,(WV),West Virginia,WV,0,100,-0.309,0.722,0.752,88,636,-181.30045,001366.jpg
2016-10-26 15:00:34,MS10001252,1252,"BURDICK, Quentin Northrup",100,Senate,(ND),North Dakota,ND,0,100,-0.371,0.421,0.806,70,622,-133.97062,001252.jpg
2016-10-26 15:00:34,MS10000660,660,"BENTSEN, Lloyd Millard, Jr.",100,Senate,(TX),Texas,TX,0,100,-0.163,0.457,0.766,59,550,-146.80641,000660.jpg
