id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RH1070049,107,House,49,2001-03-15,,418,0,,,,Budget Special Interest,Regulation Special Interest,Government Management,,,0.0,0.0,0.0,0.0
RH1070050,107,House,50,2001-03-20,,405,2,,Public Health,,Domestic Social Policy,,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070051,107,House,51,2001-03-20,,405,1,,,,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070052,107,House,52,2001-03-21,,414,1,,Civil Rights/Desegregation/Busing/Affirmative Action,,Domestic Social Policy,,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070053,107,House,53,2001-03-21,,414,2,,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1070054,107,House,54,2001-03-21,,415,3,,Shipping/Maritime,,Budget Special Interest,Regulation Special Interest,Government Management,,,0.0,0.0,0.0,0.0
RH1070055,107,House,55,2001-03-22,,71,336,,,,Internal Organization,,Miscellaneous Policy,6.002969823348897,2.7232592050999322,-0.424,0.178,0.219,-0.211
RH1070056,107,House,56,2001-03-22,,246,169,,Housing/Housing Programs/Rent Control,,Domestic Social Policy,Budget Special Interest,Social Welfare,9.517453456705407,1.9952586434361193,-0.244,-0.327,-0.26,0.158
RH1070057,107,House,57,2001-03-22,,415,0,,Shipping/Maritime,,Defense Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070058,107,House,58,2001-03-22,,414,0,,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1070059,107,House,59,2001-03-22,,396,0,,Housing/Housing Programs/Rent Control,,Domestic Social Policy,Regulation Special Interest,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070060,107,House,60,2001-03-22,,401,6,,Housing/Housing Programs/Rent Control,,Domestic Social Policy,Budget Special Interest,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070061,107,House,61,2001-03-27,,357,61,,,,Budget Special Interest,Internal Organization,Government Management,-0.070532722615359,0.9712883403464534,0.316,0.949,0.004,0.328
RH1070062,107,House,62,2001-03-27,,417,0,,Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070063,107,House,63,2001-03-27,,417,0,,Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070064,107,House,64,2001-03-28,,282,130,,Budget resolution ,,Budget General Interest,,Government Management,-50.544362354189005,-15.164764343902512,-0.299,-0.052,-0.201,-0.023
RH1070065,107,House,65,2001-03-28,,79,343,,Budget resolution ,,Budget General Interest,,Government Management,-35.656109135739634,-15.279814710096563,-0.428,-0.019,0.598,0.097
RH1070066,107,House,66,2001-03-28,,204,221,,Budget resolution ,,Budget General Interest,,Government Management,6.639016693499216,-0.10981871943041921,0.103,0.574,0.163,-0.142
RH1070067,107,House,67,2001-03-28,,81,341,,Budget resolution ,,Budget General Interest,,Government Management,-8.365684707343117,4.046946334792521,0.462,0.182,-0.243,-0.168
RH1070068,107,House,68,2001-03-28,,183,243,,Budget resolution ,,Budget General Interest,,Government Management,66.2713706240144,10.320876558594275,-0.158,-0.15,0.275,-0.024
RH1070069,107,House,69,2001-03-28,,223,205,,Budget resolution ,,Budget General Interest,,Government Management,4.169849056037693,0.24808637719489324,-0.289,-0.957,-0.447,0.62
RH1070070,107,House,70,2001-03-29,,249,171,,Tax rates,,Budget General Interest,,Government Management,9.009955546062665,1.8510209758507212,-0.203,0.022,-0.229,0.147
RH1070071,107,House,71,2001-03-29,,354,62,,,,Internal Organization,,Miscellaneous Policy,3.1560708114436022,1.6869142398726722,-0.653,-0.374,-0.215,0.394
RH1070072,107,House,72,2001-03-29,,196,231,,Tax rates,,Budget General Interest,,Government Management,12.035164419206037,1.2485208138153479,-0.157,-0.641,0.283,-0.136
RH1070073,107,House,73,2001-03-29,,184,240,,Tax rates,,Budget General Interest,,Government Management,9.995713450641857,2.1390955380854315,-0.211,0.03,0.795,-0.46
RH1070074,107,House,74,2001-03-29,,283,144,,Tax rates,,Budget General Interest,,Government Management,18.649427636828392,5.625477718685345,-0.301,0.012,-0.316,0.098
RH1070075,107,House,75,2001-04-03,,414,0,,Education,,Domestic Social Policy,Regulation Special Interest,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070076,107,House,76,2001-04-03,,347,44,,Communists/Communism/Unamerican Activities,Human Rights,Foreign Policy Resolutions,,Foreign and Defense Policy,-31.463236904259347,-16.028787584268006,-0.509,-0.014,-0.272,-0.05
RH1070077,107,House,77,2001-04-03,,406,6,,Communists/Communism/Unamerican Activities,Human Rights,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070078,107,House,78,2001-04-04,,414,1,,Women's Equality,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1070079,107,House,79,2001-04-04,,413,12,,Tax rates,,Budget Special Interest,,Government Management,5.932528044096263,3.8902157046939077,-0.56,0.568,-0.279,0.272
RH1070080,107,House,80,2001-04-04,,406,13,,Pollution and Environmental Protection,,Government Organization,,Government Management,7.318689236685642,-5.387477856289437,0.673,-0.462,0.267,-0.211
RH1070081,107,House,81,2001-04-04,,201,227,,Tax rates,,Budget Special Interest,,Government Management,8.176931497684036,0.28460695970148897,0.087,0.996,0.246,-0.174
RH1070082,107,House,82,2001-04-04,,192,235,,Tax rates,,Budget Special Interest,,Government Management,16.915718765730833,2.0937063146079318,-0.134,-0.173,0.272,-0.093
RH1070083,107,House,83,2001-04-04,,275,154,,Tax rates,,Budget Special Interest,,Government Management,-8.675524881689158,-2.063423872078641,-0.236,-0.016,-0.216,-0.144
RH1070084,107,House,84,2001-04-24,,200,207,,Budget resolution ,,Budget General Interest,,Government Management,22.543219957722588,-0.8753584581820713,0.043,0.094,0.343,-0.088
RH1070085,107,House,85,2001-04-24,,407,0,,Taiwan (1979-80),,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070086,107,House,86,2001-04-25,,232,189,,Tax rates,Constitutional Amendments,Budget General Interest,,Government Management,-9.14514018867518,-0.7006751403769194,-0.108,0.287,-0.185,-0.117
RH1070087,107,House,87,2001-04-26,,196,230,,Abortion/Care of deformed newborns,,Domestic Social Policy,,Social Welfare,-1.7782131745077159,0.03320297982112802,0.211,-0.342,0.198,0.644
RH1070088,107,House,88,2001-04-26,,252,172,,Abortion/Care of deformed newborns,,Domestic Social Policy,,Social Welfare,-1.5561076252278117,-0.14228695948086384,0.084,-0.273,-0.173,-0.643
RH1070089,107,House,89,2001-05-01,,418,1,,Public Health,,Domestic Social Policy,,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070090,107,House,90,2001-05-01,,404,6,,Education,,Domestic Social Policy,,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070091,107,House,91,2001-05-02,,404,24,,,,Regulation Special Interest,,Government Management,19.794157345003427,11.254287214616943,-0.567,0.031,-0.397,0.116
RH1070092,107,House,92,2001-05-02,,377,47,,,,Internal Organization,,Miscellaneous Policy,2.574056833028652,1.6145822134832484,-0.602,0.065,-0.162,0.364
RH1070093,107,House,93,2001-05-02,,207,223,,,,Regulation Special Interest,,Government Management,4.821993532991945,0.2581360776040967,0.012,0.316,0.356,-0.427
RH1070094,107,House,94,2001-05-02,,153,276,,,,Regulation Special Interest,,Government Management,28.918416272297197,7.8794828911540264,-0.276,-0.102,0.26,-0.052
RH1070095,107,House,95,2001-05-02,,407,24,,,,Regulation Special Interest,,Government Management,-42.365479838915384,-25.771211742060554,-0.608,-0.013,-0.293,-0.04
RH1070096,107,House,96,2001-05-03,,157,250,,,,Internal Organization,,Miscellaneous Policy,4.993841047903304,1.091390263742427,-0.099,0.597,0.196,-0.227
RH1070097,107,House,97,2001-05-03,,171,239,,,,Internal Organization,,Miscellaneous Policy,13.701821043302719,2.2992913669284354,-0.16,0.107,0.199,-0.084
RH1070098,107,House,98,2001-05-04,,299,107,,,,Internal Organization,,Miscellaneous Policy,3.1252183199535217,1.283110033256575,-0.504,-0.292,-0.154,0.285
RH1070099,107,House,99,2001-05-08,,214,200,,Budget resolution ,,Budget General Interest,Internal Organization,Government Management,3.9448322949320556,0.13356563966823343,-0.026,0.031,-0.635,0.931
RH1070100,107,House,100,2001-05-08,,409,1,,Budget resolution ,,Budget General Interest,Internal Organization,Government Management,,,0.0,0.0,0.0,0.0
RH1070101,107,House,101,2001-05-09,,335,70,,,,Internal Organization,,Miscellaneous Policy,3.178162580420781,1.609328717266552,-0.681,-0.555,-0.222,0.404
RH1070102,107,House,102,2001-05-09,,218,208,,Budget resolution ,,Budget General Interest,,Government Management,3.9569310488218217,0.12892327622054556,-0.025,0.03,-0.639,0.934
RH1070103,107,House,103,2001-05-09,,222,207,,Budget resolution ,,Budget General Interest,,Government Management,16.731369414686235,0.2667764329762348,-0.012,0.066,-0.243,0.084
RH1070104,107,House,104,2001-05-10,,226,192,,,,Foreign Policy Budget,,Foreign and Defense Policy,10.988998183472933,1.018834972752094,-0.015,0.854,-0.304,0.16
RH1070105,107,House,105,2001-05-10,,282,137,,,,Foreign Policy Budget,Foreign Policy Resolutions,Foreign and Defense Policy,-2.6521862437576433,-0.7366984635767427,-0.228,-0.132,-0.249,-0.543
RH1070106,107,House,106,2001-05-10,,252,165,,U. N.,,Foreign Policy Budget,Foreign Policy Resolutions,Foreign and Defense Policy,-1.988141118720432,-0.31043462767109703,-0.132,-0.048,-0.143,-0.416
RH1070107,107,House,107,2001-05-10,,193,225,,U. N.,,Foreign Policy Budget,Foreign Policy Resolutions,Foreign and Defense Policy,-3.8018617197145965,0.37667154133969283,-0.069,0.639,-0.282,-0.429
RH1070108,107,House,108,2001-05-15,,400,15,,,,Budget Special Interest,Government Organization,Government Management,4.890066957633088,3.5079765588676666,-0.546,0.838,-0.197,0.233
RH1070109,107,House,109,2001-05-15,,416,0,,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1070110,107,House,110,2001-05-15,,419,0,,,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RH1070111,107,House,111,2001-05-15,,420,0,,"Children (aid, infant mortality, etc.)",,Domestic Social Policy,Budget Special Interest,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070112,107,House,112,2001-05-15,,415,0,,Taiwan (1979-80),,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070113,107,House,113,2001-05-16,,348,53,,,,Internal Organization,,Miscellaneous Policy,3.2927754221553736,1.8818173294668572,-0.662,-0.298,-0.193,0.339
RH1070114,107,House,114,2001-05-16,,219,210,,Abortion/Care of deformed newborns,,Foreign Policy Resolutions,Regulation Special Interest,Foreign and Defense Policy,-1.764656642601493,0.11798744386338067,0.255,-0.332,-0.209,-0.685
RH1070115,107,House,115,2001-05-16,,220,207,,Tax rates,,Budget General Interest,,Government Management,4.861332266412436,0.17692542508853049,0.086,0.595,-0.448,0.533
RH1070116,107,House,116,2001-05-16,,188,239,,Tax rates,,Budget General Interest,,Government Management,-26.065132533430546,-3.7140534221468466,-0.139,-0.091,0.338,0.075
RH1070117,107,House,117,2001-05-16,,231,197,,Tax rates,,Budget General Interest,,Government Management,14.61766521161324,1.944149473144561,-0.133,0.0,-0.369,0.146
RH1070118,107,House,118,2001-05-16,,216,210,,,,Foreign Policy Budget,,Foreign and Defense Policy,0.7681454322328943,0.05939533144225767,-0.628,-0.423,0.017,-0.128
RH1070119,107,House,119,2001-05-16,,189,239,,,,Foreign Policy Budget,,Foreign and Defense Policy,18.95375717124057,2.7316184896311992,-0.138,0.116,0.272,-0.083
RH1070120,107,House,120,2001-05-16,,352,73,,,,Foreign Policy Budget,,Foreign and Defense Policy,-24.848416945085,19.48333988828766,0.796,-0.296,0.116,0.027
RH1070121,107,House,121,2001-05-17,,336,68,,,,Internal Organization,,Miscellaneous Policy,3.041419642431257,1.5728932051011855,-0.601,-0.255,-0.183,0.348
RH1070122,107,House,122,2001-05-17,,415,1,,"Children (aid, infant mortality, etc.)",Tax rates,Budget Special Interest,Domestic Social Policy,Government Management,,,0.0,0.0,0.0,0.0
RH1070123,107,House,123,2001-05-17,,420,0,,"Children (aid, infant mortality, etc.)",Tax rates,Budget Special Interest,Domestic Social Policy,Government Management,,,0.0,0.0,0.0,0.0
RH1070124,107,House,124,2001-05-17,,219,201,,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,3.9633450512137847,0.14086369658762732,-0.031,0.018,-0.651,0.95
RH1070125,107,House,125,2001-05-21,,368,0,,,,Defense Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070126,107,House,126,2001-05-21,,336,43,,Immigration/Naturalization,,Regulation Special Interest,,Social Welfare,-1.8027064689224226,1.3066844579371137,0.179,0.984,0.12,0.385
RH1070127,107,House,127,2001-05-22,,421,2,,Education,Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070128,107,House,128,2001-05-22,,422,0,,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070129,107,House,129,2001-05-22,,173,256,,Education,,Domestic Social Policy,Regulation Special Interest,Social Welfare,5.263151761558088,1.6493128455478823,-0.48,-0.877,0.091,-0.1
RH1070130,107,House,130,2001-05-22,,420,3,,Education,,Domestic Social Policy,Regulation Special Interest,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070131,107,House,131,2001-05-22,,217,209,,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,-28.09217580737442,1.0484105048728534,0.037,0.009,-0.748,-0.154
RH1070132,107,House,132,2001-05-22,,366,57,,Education,Peace Movements/Pacifism/Anti-Military,Domestic Social Policy,Defense Policy Resolutions,Social Welfare,-3.285624316895043,-1.7298096393205828,-0.528,0.005,-0.267,-0.47
RH1070133,107,House,133,2001-05-22,,419,0,,Pollution and Environmental Protection,,Domestic Social Policy,,Civil Liberties,,,0.0,0.0,0.0,0.0
RH1070134,107,House,134,2001-05-23,,156,273,,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,-10.261373515976425,2.928286294062743,0.223,0.64,-0.22,-0.124
RH1070135,107,House,135,2001-05-23,,186,241,,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,-8.75368276350618,1.3228862622497286,0.037,0.999,-0.224,-0.148
RH1070136,107,House,136,2001-05-23,,191,236,,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,-25.886646824395072,5.099669424405829,0.197,-0.0,-1.11,-0.248
RH1070137,107,House,137,2001-05-23,,246,181,,Education,Handicapped,Domestic Social Policy,Budget Special Interest,Social Welfare,-3.9187404907766004,-0.45337989018105385,-0.143,0.107,-0.166,-0.245
RH1070138,107,House,138,2001-05-23,,361,67,,Education,,Domestic Social Policy,Regulation Special Interest,Social Welfare,-9.600914202402668,5.4222324177364625,0.473,0.881,0.166,0.1
RH1070139,107,House,139,2001-05-23,,415,9,,Education,Tariffs,Domestic Social Policy,Budget Special Interest,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070140,107,House,140,2001-05-23,,239,189,,Education,Handicapped,Domestic Social Policy,Budget Special Interest,Social Welfare,-5.8406653554885954,-0.6001770632306507,-0.206,0.603,-0.205,-0.203
RH1070141,107,House,141,2001-05-23,,425,3,,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070142,107,House,142,2001-05-23,,101,326,,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,-28.21021015950624,12.081600578747189,0.431,-0.077,-0.239,-0.049
RH1070143,107,House,143,2001-05-23,,207,224,,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,17.40561281294869,0.13619644845320422,-0.035,-0.473,0.319,-0.106
RH1070144,107,House,144,2001-05-23,,385,45,,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,32.894698509738056,-22.141605589602403,0.678,0.161,0.182,-0.032
RH1070145,107,House,145,2001-05-23,,198,210,,Tax rates,,Budget General Interest,,Government Management,6.5640214713309515,0.27472810102421186,-0.191,-0.979,0.429,-0.378
RH1070146,107,House,146,2001-05-24,,336,71,,,,Internal Organization,,Miscellaneous Policy,2.777086007101556,1.4172790111202218,-0.721,-0.585,-0.242,0.504
RH1070147,107,House,147,2001-05-26,,213,177,,Tax rates,,Budget General Interest,,Government Management,6.202532426970368,0.4837975293036887,-0.078,-0.0,-0.696,0.649
RH1070148,107,House,148,2001-05-26,,241,154,,Tax rates,,Budget General Interest,,Government Management,12.01720853982128,2.6578202958403243,-0.222,-0.01,-0.374,0.18
RH1070149,107,House,149,2001-06-05,,405,0,,"Children (aid, infant mortality, etc.)",,Domestic Social Policy,,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070150,107,House,150,2001-06-05,,407,0,,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1070151,107,House,151,2001-06-06,,416,0,,Immigration/Naturalization,,Domestic Social Policy,,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070152,107,House,152,2001-06-06,,411,1,,Agriculture,,Domestic Social Policy,,Civil Liberties,,,0.0,0.0,0.0,0.0
RH1070153,107,House,153,2001-06-07,,362,36,,,,Internal Organization,,Miscellaneous Policy,2.3108323505260318,1.5294460455324521,-0.632,0.069,-0.175,0.438
RH1070154,107,House,154,2001-06-07,,411,3,,Shipping/Maritime,,Defense Policy Budget,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070155,107,House,155,2001-06-12,,401,15,,Fish and Wildlife,,Budget Special Interest,,Government Management,-3.4787205840740096,2.609699967400691,0.766,-0.055,0.981,1.631
RH1070156,107,House,156,2001-06-12,,415,0,,Civil Rights/Desegregation/Busing/Affirmative Action,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0
RH1070157,107,House,157,2001-06-13,,374,42,,,,Internal Organization,,Miscellaneous Policy,3.1909976576327943,1.9999793814242608,-0.691,-0.205,-0.192,0.348
RH1070158,107,House,158,2001-06-13,,418,6,,Fish and Wildlife,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RH1070159,107,House,159,2001-06-13,,422,2,,Humanitarian Assistance (foreign),,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070160,107,House,160,2001-06-13,,420,0,,Human Rights,,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070161,107,House,161,2001-06-14,,418,1,,Banking and Finance,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RH1070162,107,House,162,2001-06-14,,408,12,,Banking and Finance,,Budget Special Interest,,Government Management,1.679861218156835,1.5151923978277946,-0.343,0.939,-0.149,0.513
RH1070163,107,House,163,2001-06-14,,126,299,,Banking and Finance,,Budget Special Interest,,Government Management,9.784724409941655,3.3015285041006295,-0.332,0.053,0.247,-0.146
RH1070164,107,House,164,2001-06-14,,404,22,,Banking and Finance,,Budget Special Interest,,Government Management,7.427466916253175,4.684433760234539,-0.642,-0.084,-0.244,0.19
RH1070165,107,House,165,2001-06-19,,416,0,,Education,Military Pensions/Veterans Benefits,Defense Policy Budget,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070166,107,House,166,2001-06-19,,417,0,,,,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1070167,107,House,167,2001-06-19,,415,0,,Civil Rights/Desegregation/Busing/Affirmative Action,,Domestic Social Policy,,Social Welfare,,,0.0,0.0,0.0,0.0
RH1070168,107,House,168,2001-06-20,,222,205,,,,Budget Special Interest,,Government Management,4.18975479850605,0.2781746055671331,-0.022,0.186,-0.368,0.508
RH1070169,107,House,169,2001-06-20,,223,205,,,,Budget Special Interest,,Government Management,6.702795709625474,0.23968172112565583,-0.065,-0.196,-0.299,0.258
RH1070170,107,House,170,2001-06-20,,424,0,,"Children (aid, infant mortality, etc.)",,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1070171,107,House,171,2001-06-20,,50,376,,,,Defense Policy Budget,Budget Special Interest,Foreign and Defense Policy,-2.4603975134898017,-1.4799661851756971,-0.569,-0.08,0.211,0.496
